Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 80

N 	Smpl.	Trig

0	92	0
1	154	0
2	195	0
3	197	0
4	198	0
5	199	0
6	200	0
7	200	0
8	200	0
9	198	0
10	194	0
11	189	0
12	118	0
13	85	0
14	85	0
15	86	0
16	89	0
17	90	0
18	91	0
19	91	0
20	92	0
21	132	0
22	190	0
23	194	0
24	197	0
25	197	0
26	198	0
27	200	0
28	200	0
29	198	0
30	196	0
31	193	0
32	125	0
33	89	0
34	91	0
35	93	0
36	94	0
37	94	0
38	93	0
39	91	0
40	91	0
41	90	0
42	89	0
43	89	0
44	90	0
45	90	0
46	90	0
47	90	0
48	90	0
49	90	0
50	90	0
51	90	0
52	90	0
53	90	0
54	89	0
55	90	0
56	90	0
57	89	0
58	90	0
59	90	0
60	90	0
61	90	0
62	90	0
63	91	0
64	89	0
65	89	0
66	90	0
67	89	0
68	90	0
69	90	0
70	89	0
71	90	0
72	90	0
73	90	0
74	89	0
75	90	0
76	91	0
77	89	0
78	89	0
79	90	0
80	90	0
81	90	0
82	90	0
83	90	0
84	90	0
85	90	0
86	89	0
87	89	0
88	90	0
89	90	0
90	89	0
91	90	0
92	90	0
93	90	0
94	90	0
95	90	0
96	90	0
97	90	0
98	90	0
99	90	0
100	90	0
101	90	0
102	90	0
103	89	0
104	90	0
105	90	0
106	90	0
107	90	0
108	90	0
109	90	0
110	90	0
111	90	0
112	90	0
113	90	0
114	90	0
115	89	0
116	89	0
117	90	0
118	90	0
119	90	0
120	90	0
121	89	0
122	90	0
123	90	0
124	90	0
125	89	0
126	89	0
127	90	0
128	90	0
129	90	0
130	90	0
131	90	0
132	90	0
133	90	0
134	90	0
135	90	0
136	90	0
137	90	0
138	90	0
139	90	0
140	90	0
141	90	0
142	90	0
143	90	0
144	90	0
145	90	0
146	90	0
147	89	0
148	90	0
149	90	0
150	90	0
151	90	0
152	90	0
153	91	0
154	90	0
155	90	0
156	90	0
157	89	0
158	90	0
159	91	0
160	90	0
161	89	0
162	90	0
163	90	0
164	89	0
165	90	0
166	90	0
167	90	0
168	90	0
169	90	0
170	90	0
171	90	0
172	90	0
173	90	0
174	90	0
175	90	0
176	90	0
177	90	0
178	90	0
179	90	0
180	90	0
181	90	0
182	90	0
183	90	0
184	89	0
185	90	0
186	90	0
187	90	0
188	89	0
189	90	0
190	91	0
191	90	0
192	90	0
193	90	0
194	90	0
195	89	0
196	90	0
197	90	0
198	90	0
199	89	0
200	90	0
201	90	0
202	90	0
203	89	0
204	90	0
205	90	0
206	89	0
207	89	0
208	90	0
209	90	0
210	89	0
211	90	0
212	90	0
213	90	0
214	89	0
215	89	0
216	90	0
217	90	0
218	89	0
219	90	0
220	90	0
221	90	0
222	90	0
223	90	0
224	90	0
225	89	0
226	90	0
227	90	0
228	90	0
229	90	0
230	90	0
231	90	0
232	90	0
233	90	0
234	90	0
235	90	0
236	90	0
237	90	0
238	90	0
239	90	0
240	90	0
241	90	0
242	90	0
243	90	0
244	89	0
245	89	0
246	90	0
247	89	0
248	90	0
249	90	0
250	90	0
251	90	0
252	90	0
253	91	0
254	90	0
255	90	0
256	89	0
257	89	0
258	90	0
259	90	0
260	90	0
261	90	0
262	89	0
263	90	0
264	90	0
265	90	0
266	89	0
267	90	0
268	90	0
269	90	0
270	89	0
271	90	0
272	90	0
273	89	0
274	90	0
275	89	0
276	90	0
277	89	0
278	90	0
279	90	0
280	90	0
281	90	0
282	90	0
283	90	0
284	89	0
285	90	0
286	90	0
287	90	0
288	90	0
289	90	0
290	90	0
291	89	0
292	90	0
293	90	0
294	90	0
295	89	0
296	89	0
297	90	0
298	90	0
299	90	0
300	90	0
301	89	0
302	90	0
303	90	0
304	90	0
305	89	0
306	90	0
307	91	0
308	90	0
309	89	0
310	90	0
311	90	0
312	90	0
313	90	0
314	90	0
315	91	0
316	90	0
317	90	0
318	90	0
319	89	0
320	90	0
321	90	0
322	90	0
323	89	0
324	90	0
325	90	0
326	90	0
327	89	0
328	90	0
329	90	0
330	90	0
331	90	0
332	90	0
333	90	0
334	90	0
335	90	0
336	90	0
337	90	0
338	89	0
339	90	0
340	89	0
341	90	0
342	89	0
343	90	0
344	90	0
345	90	0
346	89	0
347	90	0
348	91	0
349	90	0
350	89	0
351	90	0
352	90	0
353	89	0
354	89	0
355	90	0
356	90	0
357	90	0
358	91	0
359	89	0
360	90	0
361	90	0
362	89	0
363	90	0
364	90	0
365	90	0
366	89	0
367	90	0
368	90	0
369	89	0
370	90	0
371	90	0
372	90	0
373	89	0
374	90	0
375	90	0
376	90	0
377	90	0
378	90	0
379	90	0
380	90	0
381	90	0
382	90	0
383	89	0
384	90	0
385	90	0
386	90	0
387	90	0
388	90	0
389	90	0
390	90	0
391	89	0
392	90	0
393	90	0
394	90	0
395	90	0
396	90	0
397	90	0
398	90	0
399	90	0
400	90	0
401	90	0
402	90	0
403	90	0
404	90	0
405	90	0
406	90	0
407	89	0
408	90	0
409	90	0
410	90	0
411	89	0
412	90	0
413	90	0
414	89	0
415	89	0
416	90	0
417	90	0
418	89	0
419	90	0
420	90	0
421	90	0
422	90	0
423	91	0
424	90	0
425	90	0
426	90	0
427	90	0
428	90	0
429	90	0
430	89	0
431	90	0
432	90	0
433	89	0
434	89	0
435	90	0
436	90	0
437	90	0
438	90	0
439	89	0
440	90	0
441	89	0
442	90	0
443	90	0
444	90	0
445	89	0
446	90	0
447	91	0
448	90	0
449	89	0
450	90	0
451	90	0
452	90	0
453	90	0
454	90	0
455	91	0
456	90	0
457	89	0
458	90	0
459	90	0
460	90	0
461	90	0
462	90	0
463	90	0
464	90	0
465	89	0
466	90	0
467	90	0
468	89	0
469	89	0
470	90	0
471	90	0
472	90	0
473	90	0
474	90	0
475	90	0
476	90	0
477	90	0
478	90	0
479	90	0
480	90	0
481	89	0
482	90	0
483	90	0
484	90	0
485	89	0
486	90	0
487	90	0
488	90	0
489	89	0
490	89	0
491	90	0
492	90	0
493	89	0
494	90	0
495	89	0
496	90	0
497	89	0
498	90	0
499	90	0
500	90	0
501	90	0
502	90	0
503	90	0
504	90	0
505	90	0
506	90	0
507	89	0
508	89	0
509	90	0
510	89	0
511	89	0
512	90	0
513	89	0
514	90	0
515	90	0
516	89	0
517	89	0
518	90	0
519	90	0
520	89	0
521	90	0
522	90	0
523	90	0
524	90	0
525	90	0
526	90	0
527	90	0
528	90	0
529	90	0
530	90	0
531	90	0
532	89	0
533	90	0
534	89	0
535	90	0
536	89	0
537	90	0
538	90	0
539	90	0
540	90	0
541	90	0
542	90	0
543	90	0
544	90	0
545	90	0
546	90	0
547	90	0
548	90	0
549	90	0
550	90	0
551	90	0
552	90	0
553	90	0
554	90	0
555	90	0
556	90	0
557	90	0
558	89	0
559	90	0
560	90	0
561	90	0
562	90	0
563	90	0
564	90	0
565	90	0
566	89	0
567	89	0
568	90	0
569	90	0
570	90	0
571	90	0
572	89	0
573	90	0
574	90	0
575	90	0
576	89	0
577	90	0
578	90	0
579	90	0
580	90	0
581	90	0
582	91	0
583	90	0
584	90	0
585	91	0
586	90	0
587	90	0
588	90	0
589	89	0
590	90	0
591	90	0
592	89	0
593	90	0
594	90	0
595	90	0
596	89	0
597	90	0
598	91	0
599	90	0
600	89	0
601	90	0
602	90	0
603	89	0
604	90	0
605	90	0
606	90	0
607	90	0
608	90	0
609	91	0
610	90	0
611	90	0
612	90	0
613	89	0
614	90	0
615	90	0
616	90	0
617	89	0
618	90	0
619	90	0
620	90	0
621	90	0
622	89	0
623	90	0
624	90	0
625	90	0
626	89	0
627	90	0
628	90	0
629	90	0
630	89	0
631	90	0
632	90	0
633	90	0
634	90	0
635	90	0
636	90	0
637	90	0
638	90	0
639	90	0
640	90	0
641	90	0
642	89	0
643	89	0
644	90	0
645	89	0
646	90	0
647	90	0
648	90	0
649	90	0
650	90	0
651	90	0
652	90	0
653	90	0
654	90	0
655	90	0
656	90	0
657	90	0
658	90	0
659	90	0
660	90	0
661	90	0
662	90	0
663	90	0
664	90	0
665	90	0
666	90	0
667	90	0
668	90	0
669	90	0
670	90	0
671	90	0
672	90	0
673	90	0
674	90	0
675	90	0
676	90	0
677	90	0
678	90	0
679	90	0
680	90	0
681	90	0
682	90	0
683	89	0
684	89	0
685	89	0
686	89	0
687	90	0
688	90	0
689	90	0
690	90	0
691	90	0
692	90	0
693	90	0
694	90	0
695	90	0
696	90	0
697	90	0
698	90	0
699	90	0
700	90	0
701	89	0
702	89	0
703	90	0
704	89	0
705	90	0
706	90	0
707	90	0
708	90	0
709	90	0
710	90	0
711	90	0
712	90	0
713	89	0
714	89	0
715	90	0
716	90	0
717	90	0
718	90	0
719	89	0
720	90	0
721	90	0
722	90	0
723	90	0
724	91	0
725	90	0
726	89	0
727	90	0
728	90	0
729	90	0
730	90	0
731	90	0
732	91	0
733	90	0
734	90	0
735	90	0
736	90	0
737	90	0
738	90	0
739	90	0
740	90	0
741	90	0
742	90	0
743	90	0
744	90	0
745	89	0
746	90	0
747	90	0
748	90	0
749	89	0
750	90	0
751	91	0
752	90	0
753	89	0
754	90	0
755	90	0
756	90	0
757	90	0
758	90	0
759	90	0
760	90	0
