Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 80

N 	Smpl.	Trig

0	92	0
1	139	0
2	163	0
3	153	0
4	143	0
5	133	0
6	122	0
7	93	0
8	65	0
9	62	0
10	60	0
11	65	0
12	69	0
13	72	0
14	76	0
15	78	0
16	81	0
17	82	0
18	84	0
19	85	0
20	86	0
21	87	0
22	88	0
23	89	0
24	89	0
25	89	0
26	90	0
27	91	0
28	91	0
29	91	0
30	91	0
31	91	0
32	91	0
33	91	0
34	91	0
35	91	0
36	92	0
37	92	0
38	93	0
39	92	0
40	92	0
41	93	0
42	91	0
43	93	0
44	92	0
45	92	0
46	93	0
47	92	0
48	93	0
49	93	0
50	92	0
51	93	0
52	92	0
53	92	0
54	93	0
55	92	0
56	93	0
57	93	0
58	92	0
59	93	0
60	93	0
61	92	0
62	92	0
63	93	0
64	92	0
65	93	0
66	92	0
67	93	0
68	93	0
69	93	0
70	93	0
71	93	0
72	93	0
73	93	0
74	92	0
75	92	0
76	92	0
77	93	0
78	92	0
79	93	0
80	92	0
81	92	0
82	93	0
83	93	0
84	93	0
85	92	0
86	93	0
87	93	0
88	92	0
89	92	0
90	93	0
91	93	0
92	93	0
93	93	0
94	92	0
95	93	0
96	93	0
97	92	0
98	93	0
99	93	0
100	93	0
101	93	0
102	92	0
103	92	0
104	92	0
105	93	0
106	93	0
107	93	0
108	93	0
109	92	0
110	93	0
111	92	0
112	92	0
113	92	0
114	93	0
115	93	0
116	93	0
117	93	0
118	93	0
119	93	0
120	93	0
121	93	0
122	92	0
123	92	0
124	93	0
125	92	0
126	92	0
127	93	0
128	92	0
129	93	0
130	93	0
131	92	0
132	93	0
133	92	0
134	93	0
135	92	0
136	92	0
137	93	0
138	92	0
139	93	0
140	93	0
141	92	0
142	93	0
143	93	0
144	93	0
145	92	0
146	93	0
147	93	0
148	92	0
149	92	0
150	93	0
151	93	0
152	93	0
153	93	0
154	92	0
155	93	0
156	93	0
157	93	0
158	92	0
159	93	0
160	93	0
161	93	0
162	92	0
163	93	0
164	93	0
165	92	0
166	92	0
167	93	0
168	93	0
169	92	0
170	93	0
171	92	0
172	93	0
173	93	0
174	93	0
175	93	0
176	93	0
177	93	0
178	93	0
179	92	0
180	93	0
181	92	0
182	92	0
183	92	0
184	93	0
185	93	0
186	93	0
187	92	0
188	92	0
189	93	0
190	93	0
191	93	0
192	93	0
193	93	0
194	93	0
195	92	0
196	92	0
197	92	0
198	92	0
199	92	0
200	93	0
201	93	0
202	92	0
203	92	0
204	93	0
205	93	0
206	92	0
207	93	0
208	92	0
209	92	0
210	92	0
211	92	0
212	93	0
213	93	0
214	93	0
215	92	0
216	92	0
217	93	0
218	93	0
219	93	0
220	93	0
221	92	0
222	92	0
223	92	0
224	93	0
225	92	0
226	93	0
227	93	0
228	93	0
229	93	0
230	92	0
231	93	0
232	92	0
233	93	0
234	92	0
235	93	0
236	93	0
237	93	0
238	93	0
239	93	0
240	93	0
241	92	0
242	92	0
243	92	0
244	93	0
245	93	0
246	93	0
247	92	0
248	92	0
249	93	0
250	92	0
251	92	0
252	93	0
253	92	0
254	93	0
255	93	0
256	92	0
257	93	0
258	93	0
259	92	0
260	92	0
261	93	0
262	93	0
263	92	0
264	93	0
265	92	0
266	92	0
267	92	0
268	93	0
269	92	0
270	93	0
271	93	0
272	92	0
273	93	0
274	92	0
275	93	0
276	93	0
277	93	0
278	93	0
279	93	0
280	93	0
281	93	0
282	92	0
283	93	0
284	92	0
285	92	0
286	92	0
287	92	0
288	93	0
289	93	0
290	93	0
291	92	0
292	93	0
293	93	0
294	91	0
295	93	0
296	92	0
297	92	0
298	92	0
299	92	0
300	93	0
301	92	0
302	93	0
303	93	0
304	92	0
305	93	0
306	93	0
307	93	0
308	93	0
309	92	0
310	93	0
311	93	0
312	92	0
313	93	0
314	93	0
315	93	0
316	92	0
317	92	0
318	93	0
319	92	0
320	92	0
321	93	0
322	92	0
323	92	0
324	93	0
325	92	0
326	93	0
327	93	0
328	92	0
329	93	0
330	92	0
331	92	0
332	92	0
333	92	0
334	93	0
335	93	0
336	93	0
337	92	0
338	92	0
339	93	0
340	93	0
341	93	0
342	92	0
343	93	0
344	93	0
345	92	0
346	93	0
347	92	0
348	92	0
349	92	0
350	92	0
351	93	0
352	93	0
353	92	0
354	92	0
355	92	0
356	92	0
357	93	0
358	93	0
359	93	0
360	93	0
361	92	0
362	93	0
363	92	0
364	92	0
365	92	0
366	93	0
367	93	0
368	93	0
369	93	0
370	92	0
371	93	0
372	93	0
373	93	0
374	92	0
375	93	0
376	93	0
377	92	0
378	92	0
379	93	0
380	93	0
381	93	0
382	92	0
383	92	0
384	93	0
385	93	0
386	92	0
387	93	0
388	92	0
389	93	0
390	92	0
391	92	0
392	93	0
393	93	0
394	93	0
395	93	0
396	92	0
397	93	0
398	92	0
399	93	0
400	93	0
401	92	0
402	93	0
403	93	0
404	93	0
405	93	0
406	93	0
407	93	0
408	92	0
409	93	0
410	92	0
411	93	0
412	93	0
413	93	0
414	93	0
415	93	0
416	93	0
417	93	0
418	93	0
419	92	0
420	92	0
421	92	0
422	92	0
423	92	0
424	92	0
425	93	0
426	93	0
427	92	0
428	93	0
429	93	0
430	93	0
431	92	0
432	92	0
433	92	0
434	92	0
435	92	0
436	93	0
437	93	0
438	93	0
439	93	0
440	92	0
441	93	0
442	93	0
443	92	0
444	93	0
445	93	0
446	92	0
447	92	0
448	92	0
449	92	0
450	92	0
451	93	0
452	93	0
453	92	0
454	92	0
455	92	0
456	93	0
457	92	0
458	93	0
459	93	0
460	92	0
461	92	0
462	93	0
463	93	0
464	92	0
465	93	0
466	92	0
467	92	0
468	92	0
469	92	0
470	92	0
471	93	0
472	93	0
473	92	0
474	93	0
475	92	0
476	93	0
477	92	0
478	92	0
479	93	0
480	92	0
481	93	0
482	93	0
483	92	0
484	93	0
485	93	0
486	93	0
487	93	0
488	93	0
489	93	0
490	93	0
491	92	0
492	92	0
493	93	0
494	93	0
495	92	0
496	93	0
497	93	0
498	93	0
499	93	0
500	93	0
501	93	0
502	93	0
503	93	0
504	92	0
505	92	0
506	92	0
507	92	0
508	92	0
509	92	0
510	93	0
511	93	0
512	92	0
513	92	0
514	92	0
515	92	0
516	92	0
517	93	0
518	93	0
519	93	0
520	93	0
521	92	0
522	93	0
523	93	0
524	92	0
525	92	0
526	92	0
527	93	0
528	92	0
529	93	0
530	92	0
531	92	0
532	92	0
533	93	0
534	93	0
535	93	0
536	92	0
537	92	0
538	93	0
539	92	0
540	92	0
541	93	0
542	93	0
543	92	0
544	93	0
545	92	0
546	93	0
547	92	0
548	93	0
549	93	0
550	92	0
551	92	0
552	93	0
553	92	0
554	92	0
555	93	0
556	92	0
557	93	0
558	93	0
559	92	0
560	93	0
561	93	0
562	93	0
563	93	0
564	92	0
565	93	0
566	93	0
567	92	0
568	93	0
569	93	0
570	92	0
571	93	0
572	92	0
573	93	0
574	92	0
575	93	0
576	93	0
577	93	0
578	93	0
579	93	0
580	93	0
581	93	0
582	92	0
583	92	0
584	92	0
585	92	0
586	92	0
587	92	0
588	92	0
589	93	0
590	93	0
591	92	0
592	93	0
593	92	0
594	92	0
595	93	0
596	92	0
597	93	0
598	93	0
599	93	0
600	93	0
601	93	0
602	93	0
603	92	0
604	93	0
605	92	0
606	92	0
607	93	0
608	92	0
609	92	0
610	93	0
611	93	0
612	93	0
613	93	0
614	93	0
615	93	0
616	92	0
617	93	0
618	93	0
619	93	0
620	93	0
621	93	0
622	93	0
623	92	0
624	92	0
625	92	0
626	92	0
627	93	0
628	92	0
629	92	0
630	92	0
631	92	0
632	93	0
633	92	0
634	93	0
635	92	0
636	92	0
637	93	0
638	92	0
639	93	0
640	93	0
641	92	0
642	93	0
643	93	0
644	93	0
645	92	0
646	92	0
647	93	0
648	92	0
649	92	0
650	93	0
651	92	0
652	92	0
653	92	0
654	92	0
655	92	0
656	92	0
657	93	0
658	93	0
659	93	0
660	92	0
661	93	0
662	93	0
663	92	0
664	93	0
665	93	0
666	92	0
667	93	0
668	93	0
669	92	0
670	92	0
671	93	0
672	93	0
673	92	0
674	93	0
675	92	0
676	92	0
677	92	0
678	92	0
679	93	0
680	93	0
681	93	0
682	92	0
683	92	0
684	92	0
685	93	0
686	93	0
687	93	0
688	93	0
689	92	0
690	93	0
691	93	0
692	93	0
693	93	0
694	92	0
695	93	0
696	93	0
697	92	0
698	92	0
699	93	0
700	93	0
701	92	0
702	93	0
703	92	0
704	92	0
705	91	0
706	92	0
707	93	0
708	93	0
709	91	0
710	92	0
711	93	0
712	93	0
713	92	0
714	92	0
715	92	0
716	93	0
717	92	0
718	92	0
719	93	0
720	92	0
721	93	0
722	92	0
723	92	0
724	92	0
725	93	0
726	92	0
727	93	0
728	93	0
729	92	0
730	92	0
731	93	0
732	93	0
733	93	0
734	92	0
735	92	0
736	93	0
737	92	0
738	93	0
739	93	0
740	91	0
741	92	0
742	92	0
743	92	0
744	92	0
745	93	0
746	93	0
747	93	0
748	93	0
749	93	0
750	93	0
751	92	0
752	92	0
753	92	0
754	92	0
755	92	0
756	93	0
757	92	0
758	92	0
759	92	0
760	92	0
